ruleID,original,trained,train_hit_count
11202,0.07719,-3.6e-06,0
11311,0.1511295,4.48e-05,0
11387,0.0631666,0.362086,0
11561,0.2605786,0.3289217,0
11611,0.1223326,0.1223326,0
11722,0.0631666,0.0631666,0
11811,0.0800855,0.0800855,0
11835,0.077363,0.077363,0
11879,0.091747,0.091747,0
11983,0.0699797,-2.2e-06,0
11987,0.29277,0.251753,0
12030,0.2228125,0.2228125,0
12168,0.3629553,0.5781705,0
12292,0.0499376,1.5e-06,0
12402,0.091747,0.091747,0
12445,0.1148759,7.15e-05,0
12454,0.1883109,0.1883109,0
12475,0.0886659,7.95e-05,0
12509,0.0864945,-3.3e-06,0
12520,0.2341969,-0.0181398,0
12561,0.0706812,0.0706812,0
12657,0.255377,0.001611,0
12740,0.2635231,0.3416702,0
12840,0.1116639,0.1116639,0
12895,0.118174,-7.4e-06,0
13206,0.0888757,-1.4e-06,0
13229,0.0645228,0.0645228,0
13495,0.0547039,-9.5e-06,0
13580,0.1449428,0.2819688,0
13643,0.059087,0.059087,0
13707,0.0499376,-1.8e-06,0
13712,0.0499376,0.0499376,0
13713,0.0833747,-5.9e-06,0
13735,0.1179682,-2.8e-06,0
13771,0.0990471,9.4e-06,0
13925,0.0573382,0.0573382,0
13929,0.0893311,0.0893311,0
13955,0.1993366,0.1993366,0
14125,0.0499376,-2.7e-06,0
14193,0.0499376,0.0499376,0
14228,0.255377,0.0157248,0
14241,0.1770362,-0.0001601,0
14281,0.0499376,7.4e-06,0
14372,0.1049109,-1.4e-06,0
14395,0.059087,-9e-07,0
14474,0.1587768,-2.4e-06,0
14506,0.1607965,0.1607965,0
14689,0.0631666,-6.9e-06,0
14731,0.0998752,-2.01e-05,0
14738,0.0629317,6.6e-06,0
14849,0.0893311,0.0893311,0
15001,0.080522,-1.51e-05,0
15003,0.2228125,0.2228125,0
15011,0.1261423,1.15e-05,0
15061,0.2385594,0.0055226,0
15249,0.0547039,0.0547039,0
15374,0.163144,-5.4e-06,0
15444,0.1883109,0.1883109,0
15461,0.0704645,-4.1e-06,0
15520,0.0547039,0.0547039,0
15566,0.0547039,-9e-07,0
15573,0.0499376,2.2e-06,0
15588,0.0706225,0.0706225,0
15646,0.0704645,-2.9e-06,0
15647,0.0856095,-9e-07,0
15650,0.0893311,-3.7e-06,0
15717,0.1894999,0.4458815,0
15735,0.2165063,0.2165063,0
15809,0.1878673,0.0008557,0
15872,0.0669983,0.0669983,0
15950,0.2103516,0.171745,0
15951,0.1649572,0.1649572,0
15999,0.0690889,0.0001503,0
16065,0.0891313,3.4e-06,0
16169,0.2076951,0.2076951,0
16274,0.059087,0.059087,0
16305,0.0848189,-7e-07,0
16311,0.1378819,6.11e-05,0
16341,0.0706812,0.0706812,0
16466,0.1304016,-2.6e-06,0
16472,0.302765,0.3496933,0
16585,0.2205887,-0.0035837,0
16668,0.091747,0.091747,0
16671,0.0864945,0.0864945,0
16787,0.0828011,2.8e-06,0
16813,0.2743516,0.0343795,0
16844,0.0571849,4.34e-05,0
16963,0.2859388,0.4353824,0
16966,0.0499376,0.0499376,0
17025,0.3952847,0.8850307,0
17055,0.059087,0.059087,0
17150,0.056629,0.056629,0
17279,0.1781742,-4e-07,0
17370,0.059087,-6e-07,0
17391,0.0885904,9e-07,0
17433,0.2510482,-0.0046056,0
17555,0.1005038,0.1005038,0
17831,0.091747,0.091747,0
17853,0.1211936,1e-05,0
17885,0.2277867,-0.0190771,0
17901,0.0706225,0.0706225,0
17928,0.1138753,0.1138753,0
18065,0.1051592,2e-07,0
18085,0.2331262,0.0068374,0
18124,0.298444,0.6877292,0
18125,0.1558573,-8.7e-06,0
18150,0.091747,0.091747,0
18278,0.2623469,0.1473019,0
18401,0.147442,2.99e-05,0
18577,0.0902404,-0.0780875,0
18578,0.1850583,0.1585949,0
18640,0.125,0.125,0
18643,0.1593132,0.4820534,0
18651,0.0729602,0.0729602,0
18804,0.0947559,-0.0002208,0
18842,0.0499376,0.0499376,0
18906,0.136626,0.136626,0
18994,0.2057378,0.1537882,0
19005,0.2773501,0.3020819,0
19105,0.0922812,0.2852826,0
19139,0.1419905,-1.85e-05,0
19170,0.1287194,0.1287194,0
19365,0.1819686,0.1819686,0
19397,0.1108832,0.1108832,0
19468,0.0669983,1.19e-05,0
19555,0.0706225,4.9e-06,0
19659,0.2381965,0.2381965,0
19767,0.0611663,0.0611663,0
19937,0.25,0.25,0
19969,0.1883109,0.1883109,0
19999,0.1521451,0.6949499,0
20024,0.0547039,0.0547039,0
20040,0.059087,0.059087,0
20070,0.0499376,1.2e-06,0
20183,0.0547039,0.0547039,0
20206,0.0631666,-3.7e-06,0
20220,0.0835616,2e-07,0
20231,0.1700814,0.1700814,0
20255,0.1071043,1.28e-05,0
20324,0.3061862,0.3038145,0
20349,0.0893311,0.0893311,0
20440,0.1464504,0.0534882,0
20499,0.219089,-0.0002437,0
20518,0.2062842,0.2062842,0
20599,0.3407771,0.5967261,0
20706,0.0547039,0.0547039,0
20707,0.2091353,-0.0076579,0
20739,0.2357023,0.0117587,0
20809,0.0547039,0.0547039,0
20905,0.077363,0.077363,0
20917,0.1049567,-5.7e-06,0
21105,0.1677849,-2.83e-05,0
21179,0.1781742,0.0945869,0
21276,0.0893311,0.0893311,0
21312,0.1212084,5.4e-06,0
21330,0.0690889,-0.0001772,0
21342,0.0676621,6.8e-06,0
21363,0.1223356,0.1223356,0
21371,0.0662085,0.0662085,0
21409,0.1714986,5.71e-05,0
21412,0.1319909,0.1319909,0
21433,0.2804491,0.3146379,0
21553,0.2047344,0.0203254,0
21578,0.0834161,2e-07,0
21636,0.1936492,-0.0008193,0
21646,0.1270001,7.9e-06,0
21655,0.094538,8.5e-06,0
21670,0.1624591,2.19e-05,0
21749,0.0547039,0.0547039,0
21828,0.2098217,-0.0044517,0
21897,0.1108733,0.1108733,0
21946,0.1005038,-7.25e-05,0
21967,0.261712,0.261712,0
21987,0.0834161,-1.8e-06,0
22036,0.0699797,4.5e-06,0
22073,0.0893311,0.0893311,0
22100,0.2992528,0.3181545,0
22182,0.1883109,0.1883109,0
22255,0.0833556,0.0833556,0
22432,0.2357023,0.0019394,0
22457,0.1993366,0.1993366,0
22542,0.1550434,-8.5e-06,0
22698,0.2180104,0.1044193,0
22699,0.3162278,0.3993653,0
22713,0.1908854,-2.73e-05,0
22742,0.2,-1.53e-05,0
22775,0.1449428,-4.7e-06,0
22856,0.2,-2.05e-05,0
22884,0.161044,0.161044,0
22900,0.1190139,-0.0001328,0
23002,0.2680602,0.3685141,0
23027,0.0499376,0.0499376,0
23098,0.0631666,1.8e-05,0
23102,0.0631666,0.0631666,0
23174,0.0891313,-5.6e-06,0
23250,0.1883109,0.1883109,0
23306,0.0499376,1.98e-05,0
23311,0.5516773,1.0540417,0
23320,0.0547039,-3.8e-06,0
23339,0.1883109,0.1883109,0
23372,0.077363,-3.7e-06,0
23431,0.09475,-1.02e-05,0
23466,0.0704995,5.5e-06,0
23592,0.2857143,0.3999031,0
23601,0.0833747,4.7e-06,0
23615,0.1190139,0.0923396,0
23694,0.0547039,0.0547039,0
23769,0.056629,0.056629,0
23864,0.2653725,0.362354,0
23915,0.1481389,2.21e-05,0
23980,0.21604,-0.0013629,0
23989,0.3821877,0.3076409,0
24060,0.0807134,-2.6e-06,0
24204,0.0797769,5.07e-05,0
24214,0.080522,0.080522,0
24346,0.0706225,0.0706225,0
24359,0.0669983,2.1e-06,0
24364,0.0846162,-0.0004831,0
24368,0.0971286,1.69e-05,0
24375,0.0547039,0.0547039,0
24390,0.1031813,0.1031813,0
24423,0.1290362,1.49e-05,0
24428,0.0573382,0.0573382,0
24543,0.2153082,0.2153082,0
24576,0.0499376,1e-07,0
24666,0.0669983,0.0669983,0
24780,0.0573382,0.0573382,0
24805,0.1084362,0.1084362,0
24871,0.0998752,-5.05e-05,0
24947,0.080522,7.4e-06,0
24953,0.0499376,1.64e-05,0
25092,0.4738036,0.830844,0
25143,0.2366432,-0.0002934,0
25165,0.177261,0.0001477,0
25209,0.1121544,4.6e-06,0
25241,0.1023417,0.1023417,0
25276,0.091747,0.091747,0
25406,0.2375955,-0.0004135,0
25477,0.0630692,0.0001518,0
25702,0.1168811,0.1168811,0
25785,0.0767216,-5.5e-06,0
25858,0.0974972,2.4e-06,0
25917,0.0611663,0.0611663,0
25954,0.0499376,0.0499376,0
26007,0.1006055,0.1006055,0
26138,0.0653895,0.0653895,0
26200,0.0920804,0.0920804,0
26208,0.0499376,0.0499376,0
26212,0.1781742,0.2498715,0
26227,0.0499376,0.0499376,0
26441,0.1202657,0.1202657,0
26495,0.0828011,-4.2e-06,0
26537,0.1686298,0.0009121,0
26563,0.0835616,0.0835616,0
26697,0.219089,-0.0002051,0
26715,0.1908854,0.0002372,0
26730,0.0915929,0.0915929,0
26873,0.3187883,0.7066332,0
26917,0.0766589,1.8e-06,0
26952,0.0872041,0.0872041,0
26979,0.0747853,0.0747853,0
27125,0.0547039,0.0547039,0
27140,0.5107539,0.7255941,0
27161,0.059087,-2e-07,0
27185,0.4404882,0.8995759,0
27323,0.2151657,-9.36e-05,0
27476,0.0547039,0.0547039,0
27648,0.0864945,0.0864945,0
27860,0.1045417,0.1045417,0
27871,0.059087,0.059087,0
27956,0.183597,8.6e-06,0
28001,0.1049109,-3.7e-06,0
28139,0.326164,0.8559193,0
28143,0.0824786,0.0824786,0
28251,0.0731077,0.0731077,0
28256,0.0499376,0.0499376,0
28266,0.1880988,0.1880988,0
28282,0.125,0.125,0
28348,0.0989662,1.88e-05,0
28430,0.0499376,0.0499376,0
28589,0.0706225,0.0706225,0
28629,0.0698999,0.00176,0
28730,0.0547039,0.0547039,0
28769,0.09475,0.09475,0
28896,0.2409658,0.0436908,0
29032,0.0547039,2.57e-05,0
29087,0.091747,0.091747,0
29182,0.0531344,0.0531344,0
29228,0.1883109,0.1883109,0
29259,0.1216327,0.1216327,0
29292,0.0547039,-9e-07,0
29315,0.0499376,2.4e-06,0
29337,0.0835616,1.38e-05,0
29476,0.1553341,0.1553341,0
29512,0.1202657,0.0016965,0
29535,0.2062842,0.2062842,0
29603,0.0704645,-1.1e-06,0
29615,0.0993563,-5.9e-06,0
29748,0.0888757,1.72e-05,0
29841,0.0891313,4.8e-06,0
29858,0.144733,0.144733,0
30044,0.0547039,6e-07,0
30054,0.3015113,0.2258883,0
30178,0.1033899,0.1033899,0
30187,0.2413554,0.0334992,0
30511,0.0547039,0.0547039,0
30545,0.0499376,0.0499376,0
30565,0.209165,-0.00012,0
30682,0.0886659,2.32e-05,0
30690,0.0914605,0.0914605,0
30769,0.2153082,0.2153082,0
30846,0.1085565,0.1085565,0
30875,0.0669983,0.0669983,0
30954,0.1108733,0.1108733,0
31057,0.059087,0.059087,0
31087,0.2384488,0.0500098,0
31225,0.0547039,0.0547039,0
31283,0.080522,5.6e-06,0
31284,0.1558573,7e-07,0
31340,0.2106059,-2.64e-05,0
31469,0.059087,-2.6e-06,0
31618,0.131824,0.1623087,0
31735,0.0864945,1.57e-05,0
31784,0.1883109,0.1883109,0
31795,0.0499376,0.0,0
31911,0.0547039,2.1e-06,0
32015,0.2140411,0.1027777,0
32019,0.235135,0.0113256,0
32058,0.2062842,0.2062842,0
32241,0.1068028,3.2e-06,0
32399,0.3655178,0.9862748,0
32549,0.1302214,0.1302214,0
32551,0.0828011,3.6e-06,0
32577,0.4303315,0.8564028,0
32580,0.1397543,5.5e-06,0
32584,0.0669983,4e-07,0
32733,0.091747,0.091747,0
32889,0.2294157,0.0140621,0
32916,0.1202657,-8.2e-06,0
32937,0.0891313,0.0,0
32939,0.2250455,-0.0165206,0
33003,0.0571849,4.4e-06,0
33027,0.0547039,-6e-07,0
33035,0.0740233,0.0740233,0
33224,0.0766589,-5.5e-06,0
33268,0.0499376,0.0499376,0
33278,0.059087,0.059087,0
33465,0.2896048,0.4629592,0
33571,0.1085565,0.1085565,0
33611,0.091747,0.091747,0
33718,0.0699797,-3e-07,0
33816,0.2680602,0.3566132,0
33818,0.076676,0.076676,0
33876,0.3256695,0.4928175,0
33903,0.0501759,0.0501759,0
33954,0.1138753,4.45e-05,0
33955,0.135845,0.135845,0
34033,0.3485618,0.6275259,0
34185,0.1626181,-6.1e-06,0
34343,0.2137126,-0.01321,0
34374,0.1138753,0.1138753,0
34394,0.1308062,4.2e-06,0
34408,0.1307707,0.1640819,0
34469,0.2760262,0.0810339,0
34477,0.1732507,0.0001283,0
34552,0.4472136,0.9246234,0
34772,0.0499376,0.0499376,0
34869,0.1936492,-0.000944,0
34938,0.059087,0.059087,0
35040,0.059087,0.059087,0
35071,0.0547039,0.0547039,0
35128,0.2062842,0.2062842,0
35146,0.0616626,0.0616626,0
35233,0.4886778,0.995155,0
35474,0.1157792,0.1157792,0
35576,0.0864945,-2e-07,0
35596,0.10475,3e-06,0
35726,0.0547039,0.0547039,0
35730,0.1001671,-1.5e-06,0
35740,0.0646396,-0.0166344,0
35927,0.0875856,0.0875856,0
35961,0.0499376,2.4e-06,0
36046,0.0800855,0.0800855,0
36116,0.1498128,0.1498128,0
36264,0.1416577,-2.76e-05,0
36292,0.0499376,-3.1e-06,0
36322,0.080522,-2.8e-06,0
36350,0.0631666,0.0631666,0
36446,0.076676,0.076676,0
36478,0.1810265,-0.0001738,0
36533,0.3944053,0.6515501,0
36552,0.1783512,9.5e-06,0
36566,0.1530077,-0.0001225,0
36573,0.2898855,0.5430935,0
36651,0.1244979,0.1244979,0
36656,0.0893311,0.0893311,0
36667,0.10475,7.3e-06,0
36706,0.231455,0.5324456,0
36714,0.1092174,9.5e-06,0
36730,0.0980843,0.0980843,0
36738,0.3115885,0.8315837,0
36853,0.0499376,-4e-06,0
36925,0.1160518,0.1160518,0
37021,0.1261423,-1.13e-05,0
37081,0.0653895,0.0653895,0
37286,0.0571849,-4.1e-06,0
37312,0.1992048,0.0793653,0
37431,0.0703888,-0.001927,0
37493,0.7071068,1.2927592,0
37611,0.10475,0.10475,0
37709,0.2797514,0.2221863,0
37760,0.2545875,0.0062469,0
37775,0.1023417,2.3e-06,0
37792,0.0547039,0.0547039,0
37798,0.1085007,3.8e-06,0
37802,0.0921878,-3.13e-05,0
37848,0.0699797,1.26e-05,0
37976,0.077363,0.077363,0
38144,0.2407717,0.5750359,0
38192,0.0772283,2.7e-06,0
38436,0.0808716,-2.7e-06,0
38516,0.10475,3.2e-06,0
38637,0.0669983,0.0669983,0
38758,0.0940721,0.0940721,0
38791,0.075271,-5e-06,0
38798,0.091747,0.091747,0
38845,0.1085565,0.1085565,0
38890,0.0740695,-1.7e-06,0
39028,0.0547039,0.0027166,0
39104,0.059087,0.059087,0
39107,0.135845,0.135845,0
39155,0.0669983,-8.1e-06,0
39215,0.0638319,3.8e-06,0
39314,0.09475,0.09475,0
39324,0.261712,0.261712,0
39333,0.0973463,1.6e-06,0
39367,0.0547039,-1.8e-06,0
39380,0.2743516,0.5059572,0
39384,0.241523,0.0896952,0
39437,0.2868315,0.3055949,0
39442,0.1799685,-1.46e-05,0
39476,0.0856235,-6e-06,0
39503,0.2978417,0.2439078,0
39527,0.1755805,-4.99e-05,0
39550,0.059087,3.6e-06,0
39631,0.1693769,0.0004708,0
39685,0.2992528,0.2416029,0
39763,0.1841608,0.0011804,0
39845,0.1256893,-7.9e-06,0
39868,0.1596739,0.3277514,0
39936,0.2182179,0.0128222,0
40012,0.0499376,-1.2e-06,0
40110,0.1293152,-4.3e-06,0
40211,0.1484312,1.25e-05,0
40222,0.1124199,2.6e-06,0
40280,0.0740695,0.0740695,0
40311,0.0499376,-2e-07,0
40329,0.0740695,-6.3e-06,0
40571,0.1796053,-1.4e-06,0
40574,0.1157792,0.1157792,0
40704,0.2795714,0.2795714,0
40886,0.1564602,3.27e-05,0
40928,0.2062842,0.2062842,0
40978,0.1067738,0.4071942,0
41020,0.1304016,-1.82e-05,0
41129,0.059087,1e-07,0
41145,0.1178826,0.1178826,0
41176,0.2188703,-0.0006777,0
41221,0.0957028,0.0957028,0
41249,0.0547039,-1.2e-06,0
41255,0.0920804,-4e-07,0
41296,0.1094078,0.1094078,0
41311,0.1894999,0.0017413,0
41317,0.0499376,-2.1e-06,0
41412,0.0740695,-2.19e-05,0
41424,0.1864315,2.52e-05,0
41611,0.0547039,-1e-06,0
41775,0.09759,0.09759,0
41852,0.0653895,0.0653895,0
42032,0.0642559,-0.0026094,0
42041,0.3071476,0.0966973,0
42191,0.0740695,4.3e-06,0
42197,0.0706225,0.0706225,0
42204,0.1563295,0.1563295,0
42219,0.0631666,3.1e-06,0
42240,0.0631666,3.7e-06,0
42244,0.0653895,0.0653895,0
42341,0.1272055,4.5e-06,0
42435,0.0893311,-0.0003279,0
42455,0.059087,1.33e-05,0
42462,0.2062842,0.2062842,0
42484,0.080522,1.7e-06,0
42665,0.2123251,0.1470466,0
42673,0.0669983,0.0669983,0
42827,0.080522,0.080522,0
42958,0.0547039,0.0547039,0
43064,0.0767216,-2.5e-06,0
43066,0.4898979,0.9977885,0
43100,0.09759,0.09759,0
43157,0.059087,-5.4e-06,0
43293,0.1578819,-7.62e-05,0
43388,0.1498128,1.55e-05,0
43533,0.1817904,0.0001325,0
43537,0.0669983,-1.8e-06,0
43538,0.2294157,0.2066886,0
43546,0.2062842,0.2062842,0
43661,0.1693769,2.99e-05,0
43671,0.0920804,-2.28e-05,0
43716,0.0833556,0.0833556,0
43737,0.0631666,0.0631666,0
43836,0.0499376,0.0499376,0
43847,0.1946927,0.0011454,0
43998,0.0547039,0.0547039,0
44013,0.1302214,2.1e-06,0
44050,0.0885904,3.4e-06,0
44091,0.7637626,0.9219368,0
44130,0.0740695,-2.7e-06,0
44156,0.0864945,0.0864945,0
44199,0.1811165,0.0002313,0
44200,0.0527633,-0.0006093,0
44216,0.1005038,0.1005038,0
44231,0.059087,0.059087,0
44276,0.0669983,0.0669983,0
44382,0.241249,0.1100101,0
44476,0.091747,0.091747,0
44586,0.16265,0.1308087,0
44600,0.2526456,0.2526456,0
44640,0.0989541,-1.9e-06,0
44659,0.0706225,-4.4e-06,0
44737,0.0625699,0.0625699,0
44831,0.1422776,-0.0001851,0
44953,0.1185738,1.7e-06,0
44980,0.0669983,0.0669983,0
45155,0.3117146,0.7338896,0
45381,0.0499376,-2.4e-06,0
45439,0.1531058,0.0022521,0
45582,0.2738613,0.0669498,0
45594,0.0669983,-4.7e-06,0
45617,0.1263333,-1.44e-05,0
45665,0.6793662,1.3548187,0
45792,0.0704995,3.9e-06,0
45835,0.2425356,0.2298061,0
46011,0.2166121,-0.0185748,0
46096,0.080522,0.080522,0
46107,0.1500898,4.7e-06,0
46108,0.118174,-1.6e-06,0
46122,0.059087,-2.5e-06,0
46283,0.1920553,0.0138601,0
46305,0.1287194,0.1287194,0
46634,0.1563295,9.4e-06,0
46710,0.0499376,0.0499376,0
46812,0.1084121,1.04e-05,0
46890,0.1263333,0.1263333,0
46926,0.2026678,0.0001267,0
46986,0.0547039,0.0547039,0
46993,0.2948839,0.3529479,0
47091,0.0989541,-2.2e-06,0
47152,0.2346904,0.0013364,0
47157,0.0885181,-4.7e-06,0
47246,0.2828427,0.4137527,0
47404,0.0973463,-3.8e-05,0
47428,0.077363,-3.4e-06,0
47578,0.3300749,0.7050267,0
47635,0.29173,0.0260304,0
47648,0.0856968,-2.13e-05,0
47664,0.1505115,-1.82e-05,0
47668,0.0499376,0.0499376,0
47734,0.1760282,0.1760282,0
47793,0.2338204,-0.0125705,0
47935,0.0573382,0.0573382,0
47945,0.0704995,-2e-07,0
47973,0.2309401,-0.0002697,0
48233,0.1023417,1.55e-05,0
48274,0.0810885,0.0810885,0
48279,0.0920315,0.0920315,0
48413,0.0547039,-5.7e-06,0
48557,0.5091751,0.860034,0
48568,0.1756821,-5.6e-05,0
48701,0.2044652,-0.0207839,0
48785,0.1419905,-4.6e-06,0
48998,0.1148759,3.5e-06,0
49004,0.1429996,0.1429996,0
49070,0.1376685,0.1376685,0
49081,0.1883109,0.1883109,0
49106,0.1680054,8e-06,0
49201,0.1993366,0.1993366,0
49220,0.0547039,1.9e-06,0
49246,0.1584443,0.1981312,0
49323,0.0499376,0.0499376,0
49381,0.1714986,0.0002154,0
49406,0.0766589,-1e-07,0
49507,0.1154701,0.1154701,0
49529,0.3265986,0.038373,0
49541,0.0669983,-3e-07,0
49578,0.3779645,0.9223189,0
49612,0.0669983,0.0669983,0
49664,0.1970659,-0.0032404,0
49677,0.2347725,0.2347725,0
49689,0.3362194,0.6200878,0
49714,0.1083856,8.3e-06,0
49822,0.1278275,0.1278275,0
49965,0.1656243,-1.33e-05,0
50079,0.0782301,-4.1e-06,0
50090,0.0499376,0.0499376,0
50198,0.1773317,-2.57e-05,0
50219,0.2062842,0.2062842,0
50284,0.125,0.125,0
50290,0.0740695,-1.1e-06,0
50464,0.1561738,-5e-07,0
50487,0.0619324,0.0619324,0
50508,0.0990471,0.0001558,0
50725,0.0905357,0.0905357,0
50731,0.0547039,0.0547039,0
50781,0.2514327,0.0194297,0
50794,0.1179096,-7.2e-06,0
50805,0.2125976,-0.0102989,0
50941,0.5,1.0592985,0
51205,0.077363,0.077363,0
51229,0.0499376,0.0499376,0
51238,0.0864945,5.2e-06,0
51251,0.1402574,0.1402574,0
51333,0.3603846,0.3603846,0
51335,0.0499376,0.0499376,0
51371,0.1168811,0.1168811,0
51380,0.20498,-0.0007664,0
51390,0.0693561,0.0693561,0
51404,0.2790059,0.4337017,0
51432,0.077363,0.077363,0
51781,0.3042903,0.3042903,0
51816,0.0835616,0.0835616,0
51985,0.16265,0.0412863,0
52044,0.1820367,0.1820367,0
52077,0.0740695,7e-07,0
52092,0.2581989,0.0802956,0
52129,0.2062842,0.2062842,0
52146,0.2639548,0.2022292,0
52179,0.0706812,0.0706812,0
52216,0.0833556,0.0833556,0
52244,0.2718444,0.0701617,0
52281,0.0516949,0.0516949,0
52282,0.1444092,5.9e-06,0
52290,0.0706225,0.0706225,0
52309,0.1558573,0.8616943,0
52362,0.4225771,0.9001545,0
52533,0.0551653,2e-07,0
52549,0.0669983,3.6e-06,0
